时间戳 (Timestamp),日志级别 (Level),事件/动作 (Action),报文原文 (Original Message),内容解析 (Content Analysis)
2024-11-16 13:25:51.198,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 13:26:01.202,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 13:26:42.509,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1e-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-20-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:26:57.721,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-01-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a2-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:27:58.108,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-06-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-08-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:28:13.059,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-08-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a9-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:29:12.370,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0d-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-0f-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:29:27.591,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0f-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-b0-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:30:28.142,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-14-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-16-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:30:43.296,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-16-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-b7-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:30:43.849,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 13:30:44.028,DEBUG,生成时间等待任务:20,,无报文
2024-11-16 13:30:44.185,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-02-01-1f-90-1f-b6-2f-b6-d2-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 13:30:54.101,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-06-00-00-00-00-82-01-82-69-16,"控制码: 01 (下发: 读当前数据), 数据长度: 6 字节, 终端地址: 760000000415"
2024-11-16 13:31:04.284,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 13:31:42.665,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1b-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-1d-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:31:57.542,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1d-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-be-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:32:58.038,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-03-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-05-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:33:12.950,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-05-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a6-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:34:12.468,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0a-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-0c-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:34:27.615,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0c-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ad-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:35:28.025,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-11-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-13-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:35:35.915,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 13:35:36.082,DEBUG,生成时间等待任务:24,,无报文
2024-11-16 13:35:36.244,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-01-01-10-b9-2d-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 13:35:36.283,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-01-01-10-b9-01-af-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 13:35:36.290,DEBUG,"1,枪状态:1---就绪",,无报文
2024-11-16 13:35:37.022,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-04-00-02-01-10-b9-2e-16,"控制码: 01 (下发: 读当前数据), 数据长度: 4 字节, 终端地址: 760000000415"
2024-11-16 13:35:37.190,DEBUG,接收,68-76-00-00-00-04-15-fd-01-68-81-05-00-02-01-10-b9-01-b0-16,"控制码: 81 (应答/上报: 读当前数据), 数据长度: 5 字节, 终端地址: 760000000415"
2024-11-16 13:35:37.190,DEBUG,"2,枪状态:1---就绪",,无报文
2024-11-16 13:35:38.048,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-00-00-1f-90-1f-b6-2f-b6-cf-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 13:35:42.397,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-15-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-b6-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:35:48.155,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-01-01-1f-90-1f-b6-2f-b6-d1-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 13:35:58.135,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 13:36:42.574,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1a-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-1c-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:36:57.739,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1c-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-bd-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:37:58.156,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-02-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-04-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:38:13.216,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-04-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-a5-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:39:12.388,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-09-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-0b-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:39:27.603,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-0b-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ac-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:40:27.919,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-10-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-12-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:40:31.544,DEBUG,"0.0.0.0桩没有充电枪口,将桩设置成空闲状态.",,无报文
2024-11-16 13:40:31.745,DEBUG,生成时间等待任务:26,,无报文
2024-11-16 13:40:31.861,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-08-00-02-01-1f-90-1f-b6-2f-b6-d2-16,"控制码: 01 (下发: 读当前数据), 数据长度: 8 字节, 终端地址: 760000000415"
2024-11-16 13:40:41.786,DEBUG,"充电桩数据采集任务,发送",68-76-00-00-00-04-15-fd-01-68-01-06-00-00-00-00-82-01-82-69-16,"控制码: 01 (下发: 读当前数据), 数据长度: 6 字节, 终端地址: 760000000415"
2024-11-16 13:40:42.715,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-12-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-b3-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:40:51.968,DEBUG,"超时2次,不执行任务了",,无报文
2024-11-16 13:41:42.822,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-17-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-19-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:41:57.450,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-19-68-82-8f-00-03-01-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-3a-00-3a-00-b1-01-00-00-f4-8a-3e-06-00-00-00-00-3d-3d-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-ba-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
2024-11-16 13:42:57.819,DEBUG,桩主动上报数据,68-76-00-00-00-04-15-c0-1e-68-82-8f-00-03-02-01-00-00-00-00-00-00-00-00-8e-11-00-76-00-00-00-04-15-50-27-10-16-11-24-94-44-44-00-00-00-00-f0-94-44-44-00-00-00-00-f0-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-8e-01-00-00-39-00-39-00-a4-01-00-00-c0-fe-6c-06-00-00-00-00-3d-3e-00-04-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-a0-0f-00-00-00-00-00-00-00-00-00-00-00-00-01-00-20-16,"控制码: 82 (应答/上报: 桩主动上报数据), 数据长度: 143 字节, 终端地址: 760000000415, 上报类型: 直流桩输出侧数据"
